catalog_number	plate_location	rack_number	apex_cas_number	apex_item_name	apex_molecular_weight	apex_molecular_formula	apex_smiles	apex_valid_smiles	failed_cas_number	failed_item_name	failed_smiles	super_parent_smiles	super_parent_exact_mass	super_parent_molecular_weight	super_parent_molecular_formula	pubchem_cid
N1620	C03	4	41753-43-9	Ginsenoside Rb1	1109.29	C54H92O23	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C	True	False	False	False	CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C	1108.6029392040004	1109.3070000000007	C54H92O23	9898279
N1627	C04	4	20362-31-6	Arctiin	534.55	C27H34O11	COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)OC	True	False	False	False	COc1ccc(CC2COC(=O)C2Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC	534.2101119079998	534.5580000000001	C27H34O11	100528
N1633	C05	4	39432-56-9	Eleutheroside E	742.72	C34H46O18	COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C3C4COC(C4CO3)C5=CC(=C(C(=C5)OC)OC6C(C(C(C(O6)CO)O)O)O)OC	True	False	False	False	COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1OC1OC(CO)C(O)C(O)C1O	742.2684146320001	742.7240000000005	C34H46O18	71312557
N1647	C06	4	548-77-6	Tectorigenin	300.26	C16H12O6	COC1=C(C=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)O	True	False	False	False	COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O	300.06338810399996	300.26599999999996	C16H12O6	5281811
N1650	C07	4	76494-51-4	Ligustrazine Hydrochloride	172.66	C8H12N2.HCl.2H2O	CC1=NC(C)=C(C)N=C1C.Cl	True	False	False	False	Cc1nc(C)c(C)nc1C	136.100048384	136.19799999999998	C8H12N2	156709
N1651	C08	4	98-92-0	Nicotinamide	122.13	C6H6N2O	C1=CC(=CN=C1)C(=O)N	True	False	False	False	NC(=O)c1cccnc1	122.048012812	122.12699999999998	C6H6N2O	936
N1652	C09	4	55750-84-0	Crocin II	814.82	C38H54O19	CC(/C([H])=C([H])/C([H])=C(C(O[C@@]1([H])[C@@](O)([H])[C@](O)([H])[C@@](O)([H])[C@@](O1)([H])CO)=O)\C)=C([H])\C([H])=C([H])\C([H])=C(\C([H])=C([H])\C([H])=C(C(O[C@@]2([H])[C@@](O)([H])[C@](O)([H])[C@@](O)([H])[C@@](O2)([H])CO[C@@]3([H])[C@@](O)([H])[C@](O	False	False	False	True	CC(C=CC=C(C)C(=O)OC1OC(CO)C(O)C(O)C1O)=CC=CC=C(C)C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	814.325929508	814.8310000000005	C38H54O19	9940690
N1656	C10	4	61281-37-6	Schizandrin B	400.46	C23H28O6	[H]C(C([H])([H])C(C1=C2OC([H])([H])[H])=C([H])C3=C2OC([H])([H])O3)(C([H])([H])[H])C(C([H])([H])[H])([H])C([H])([H])C(C1=C4OC([H])([H])[H])=C([H])C(OC([H])([H])[H])=C4OC([H])([H])[H]	True	False	False	False	COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)C2	400.18858861599995	400.4710000000002	C23H28O6	108130
N1659	C11	4	19130-96-2	1-Deoxynojirimycin	163.17	C6H13NO4	C1C(C(C(C(N1)CO)O)O)O	True	False	False	False	OCC1NCC(O)C(O)C1O	163.084457896	163.173	C6H13NO4	29435
N1663	D01	4	34540-22-2	Madecassoside	975.12	C48H78O20	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O	True	False	False	False	CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C	974.5086448960003	975.1320000000009	C48H78O20	24825675
N1664	D02	4	1063-77-0	Nomilin	514.57	C28H34O9	O=C1[C@@]2(C)[C@@]34O[C@@H]3C(O[C@H](C5=COC=C5)[C@]4(C)CC[C@@H]2[C@]([C@@H](C6)OC(C)=O)(C)[C@H](C(C)(C)OC6=O)C1)=O	True	False	False	False	CC(=O)OC1CC(=O)OC(C)(C)C2CC(=O)C3(C)C(CCC4(C)C(c5ccoc5)OC(=O)C5OC543)C12C	514.2202826679999	514.5710000000004	C28H34O9	122173177
N1669	D03	4	83-44-3	Deoxycholic acid	392.57	C24H40O4	CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	True	False	False	False	CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	392.29265975999994	392.58000000000015	C24H40O4	222528
N1672	D04	4	35354-74-6	Honokiol	266.33	C18H18O2	C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C	True	False	False	False	C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1	266.130679816	266.34	C18H18O2	72303
N1674	D05	4	94-62-2	Piperine	285.34	C17H19NO3	C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3	True	False	False	False	O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1	285.136493468	285.3430000000001	C17H19NO3	638024
N1677	D06	4	128-57-4	Sennoside B	862.74	C42H38O20	C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O	True	False	False	False	O=C(O)c1cc(O)c2c(O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc3c(-c3c4cc(C(=O)O)cc(O)c4c(O)c4c(OC5OC(CO)C(O)C(O)C5O)cccc34)c2c1	862.1956436160002	862.7460000000005	C42H38O20	91440
N1678	D07	4	81-27-6	Sennoside A	862.74	C42H38O20	C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O	True	False	False	False	O=C(O)c1cc(O)c2c(O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc3c(-c3c4cc(C(=O)O)cc(O)c4c(O)c4c(OC5OC(CO)C(O)C(O)C5O)cccc34)c2c1	862.1956436160002	862.7460000000005	C42H38O20	73111
N1680	D08	4	81-25-4	Cholic acid	408.58	C24H40O5	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	True	False	False	False	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	408.2875743799999	408.5790000000002	C24H40O5	221493
N1686	D09	4	56-25-7	Cantharidin	196.2	C10H12O4	O=C([C@@]1(C([H])([H])[H])[C@]2(C([H])([H])[H])[C@@]3([H])O[C@]1([H])C([H])([H])C3([H])[H])OC2=O	True	False	False	False	CC12C(=O)OC(=O)C1(C)C1CCC2O1	196.073558864	196.20199999999994	C10H12O4	5944
N1687	D10	4	65995-63-3	Punicalagin	1084.72	C48H28O30	O=C1OC2=C(C(C1=C3C(C(O)=C(O)C(O)=C4)=C4C5=O)=C(C(O)=C3O)OC6=O)C6=C(C(O)=C2O)C7=C(O)C(O)=C(O)C=C7C(OC[C@@H]8[C@H]([C@H](OC(C9=CC(O)=C(O)C(O)=C9C%10=C%11C=C(O)C(O)=C%10O)=O)[C@@H](OC%11=O)C(O)O8)O5)=O	True	False	False	False	O=C1OC2C(O)OC3COC(=O)c4cc(O)c(O)c(O)c4-c4c(O)c(O)c5oc(=O)c6c(c(=O)c(=O)c7oc(=O)c4c5c76)-c4c(cc(O)c(O)c4O)C(O)OC3C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O	1084.0665394960001	1084.7220000000004	C48H28O30	16129719
N1692	D11	4	225937-10-0	(+)-Catechin hydrate	308.28	C15H14O7	O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C3=CC=C(O)C(O)=C3.O	True	False	False	False	Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2	290.079038168	290.271	C15H14O6	107957
N1697	E01	4	4852-22-6	Proanthocyanidins	594.52	C30H26O13	OC1C(OC2C(C3=CC=C(O)C(O)=C3)OC4=C(C(O)=CC(O)=C4)C2)(C5=CC=C(O)C(O)=C5)OC6=C(C(O)=CC(O)=C6)C1O	True	False	False	False	Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(OC1(c3ccc(O)c(O)c3)Oc3cc(O)cc(O)c3C(O)C1O)C2	594.137340892	594.5250000000003	C30H26O13	107876
N1698	E02	4	55056-80-9	Protodioscin	1049.21	C51H84O22	O[C@H]([C@@H](O[C@@]1([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O1)[C@@](O[C@H](C2)CC[C@@]3(C)C2=CC[C@]4([H])[C@]3([H])CC[C@@]5(C)[C@@]4([H])C[C@@]6([H])[C@]5([H])[C@H](C)[C@](CC[C@@H](C)CO[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)(O)O6)([H])O[C@@H]8CO)[	False	False	False	True	CC(CCC1(O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O	1048.5454243280003	1049.2110000000005	C51H84O22	441891
N1699	E03	4	633-65-8	Berberine hydrochloride	371.81	C20H18ClNO4	[H]C(C([H])([H])C1=C2[H])([H])[N+](C([H])=C(C(OC([H])([H])[H])=C3OC([H])([H])[H])C(C([H])=C3[H])=C4[H])=C4C1=C([H])C5=C2OC([H])([H])O5.[Cl-]	True	False	False	False	COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2	336.1230344760899	336.3670000000001	C20H18NO4+	12456
N1700	E04	4	590-46-5	Betaine hydrochloride	153.61	C5H11NO2 HCl	C[N+](C)(C)CC(=O)O.[Cl-]	True	False	False	False	C[N+](C)(C)CC(=O)O	118.08625504409	118.15599999999998	C5H12NO2+	11545
N1701	E05	4	6020-18-4	Coptisine chloride	355.77	C19H14NO4Cl	[H]C(C([H])([H])C1=C2[H])([H])[N+](C([H])=C(C3=C4OC([H])([H])O3)C(C([H])=C4[H])=C5[H])=C5C1=C([H])C6=C2OC([H])([H])O6.[Cl-]	True	False	False	False	c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4	320.0917343480899	320.32400000000007	C19H14NO4+	72321
N1704	E06	4	65-19-0	Yohimbine Hydrochloride	390.9	C21H26N2O3.HCl	COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O.Cl	True	False	False	False	COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21	354.194342692	354.45	C21H26N2O3	6169
N1705	E07	4	489-32-7	Icariin	676.65	C33H40O15	CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O	True	False	False	False	COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1	676.2367205799999	676.6680000000003	C33H40O15	5318997
N1707	E08	4	91-64-5	Coumarin	146.14	C9H6O2	C1=CC=C2C(=C1)C=CC(=O)O2	True	False	False	False	O=c1ccc2ccccc2o1	146.036779432	146.14499999999995	C9H6O2	323
N1708	E09	4	57817-89-7	Stevioside	804.88	C38H60O18	O=C([C@@]1(C)[C@@H]2[C@](CCC1)(C)[C@H](CC3)[C@](CC2)(CC4=C)C[C@@]34O[C@@H]([C@@H]([C@H]5O)O[C@@H]([C@@H]([C@H]6O)O)O[C@H](CO)[C@H]6O)O[C@H](CO)[C@H]5O)O[C@@H]([C@@H]([C@H]7O)O)O[C@H](CO)[C@H]7O	True	False	False	False	C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3	804.3779650800001	804.8800000000007	C38H60O18	442089
N1709	E10	4	107-43-7	Betaine	117.15	C5H11NO2	C[N+](C)(C)CC(=O)[O-]	True	False	False	False	C[N+](C)(C)CC(=O)[O-]	117.078978592	117.14799999999998	C5H11NO2	247
N1710	E11	4	62499-27-8	Gastrodin	286.28	C13H18O7	C1=CC(=CC=C1CO)OC2C(C(C(C(O2)CO)O)O)O	True	False	False	False	OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1	286.105252916	286.28	C13H18O7	115067
N1711	F01	4	22888-70-6	Silymarin	482.44	C25H22O10	COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O	True	False	False	False	COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O	482.1212969039998	482.4410000000002	C25H22O10	31553
N1713	F02	4	71939-50-9	Dihydroartemisinin	284.35	C15H24O5	[H][C@@]1(C([H])([H])C2([H])[H])[C@]3([C@@]([C@@]4([H])C([H])([H])[H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H])OO[C@@]2(C([H])([H])[H])O[C@@]3([H])O[C@@]4([H])O[H]	True	False	False	False	CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4	284.162373868	284.352	C15H24O5	11358077
N1714	F03	4	497-76-7	Arbutin	272.25	C12H16O7	C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O	True	False	False	False	OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O	272.08960285200004	272.253	C12H16O7	440936
N1715	F04	4	512-04-9	Diosgenin	414.61	C27H42O3	O[C@@H]1CC2=CC[C@H]([C@@H]([C@@]2(C)CC1)CC3)[C@H](C4)[C@@]3(C)[C@@H]([C@@H]5C)[C@H]4O[C@]65OC[C@H](C)CC6	True	False	False	False	CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C	414.31339520399996	414.63000000000017	C27H42O3	99474
N1719	F05	4	520-18-3	Kaempferol	286.24	C15H10O6	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	True	False	False	False	O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	286.04773803999996	286.239	C15H10O6	5280863
N1720	F06	4	24939-17-1	Demethoxycurcumin	338.35	C20H18O5	COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O	True	False	False	False	COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O	338.1154236759999	338.359	C20H18O5	5469424
N1722	F07	4	115-53-7	Sinomenine	329.39	C19H23NO4	O=C1C([H])([H])[C@@]2(C(C(O[H])=C3OC([H])([H])[H])=C(C([H])=C3[H])C4([H])[H])[C@@](C([H])=C1OC([H])([H])[H])([H])[C@@]4([H])N(C([H])([H])[H])C([H])([H])C2([H])[H]	True	False	False	False	COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O	329.16270821600006	329.39600000000013	C19H23NO4	5459308
N1723	F08	4	19057-60-4	Dioscin	869.05	C45H72O16	O[C@H]([C@@H](O[C@@]1([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O1)[C@@](O[C@H](C2)CC[C@@]3(C)C2=CC[C@]4([H])[C@]3([H])CC[C@@]5(C)[C@@]4([H])C[C@@]6([H])[C@]5([H])[C@H](C)[C@]7(OC[C@H](C)CC7)O6)([H])O[C@@H]8CO)[C@@H]8O[C@]9([H])O[C@@H](C)[C@H](O)[C@@H](O	False	False	False	True	CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C	868.4820362240002	869.0550000000006	C45H72O16	119245
N1725	F09	4	87-99-0	Xylitol	152.15	C5H12O5	C(C(C(C(CO)O)O)O)O	True	False	False	False	OCC(O)C(O)C(O)CO	152.068473484	152.146	C5H12O5	6912
N1726	F10	4	84954-92-7	Rosavin	428.43	C20H28O10	C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC=CC3=CC=CC=C3)O)O)O)O)O)O	True	False	False	False	OC1COC(OCC2OC(OCC=Cc3ccccc3)C(O)C(O)C2O)C(O)C1O	428.16824709599985	428.4340000000001	C20H28O10	9823887
N1729	F11	4	20977-05-3	Sodium Aescinate	1153.2	C55H85NaO24	O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](C(O)=O)O[C@@H](OC3CCC(C(CC=C4[C@@]5(C)C[C@@H](O)C6(CO)C4CC(C)(C)C(OC(/C(C)=C([H])/C)=O)[C@@H]6OC(C)=O)C5(C)CC7)(C)C7[C@]3(CO)C)[C@@H]1O[C@@H]8[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O8	True	False	False	False	CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C	1130.550903632	1131.269	C55H86O24	16211024
N1735	G01	4	331-39-5	Caffeic acid	180.15	C9H8O4	C1=CC(=C(C=C1C=CC(=O)O)O)O	True	False	False	False	O=C(O)C=Cc1ccc(O)c(O)c1	180.042258736	180.159	C9H8O4	689043
N1738	G02	4	485-35-8	Cytisine	190.24	C11H14N2O	O=C1N(C2=C([H])C([H])=C1[H])C([H])([H])[C@@]3([H])C([H])([H])[C@]2([H])C([H])([H])N([H])C3([H])[H]	True	False	False	False	O=c1cccc2n1CC1CNCC2C1	190.110613068	190.24599999999995	C11H14N2O	10235
N1742	G03	4	71963-77-4	Artemether	298.38	C16H26O5	[H][C@@]1(C([H])([H])C2([H])[H])[C@]3([C@@]([C@@]4([H])C([H])([H])[H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H])OOC2(C([H])([H])[H])O[C@@]3([H])O[C@]4([H])OC([H])([H])[H]	True	False	False	False	COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3	298.178023932	298.379	C16H26O5	68911
N1743	G04	4	4871-97-0	Curcumol	236.35	C15H24O2	[H][C@]12C(C([H])([H])[C@@]3([H])C(C([H])([H])[H])([H])C([H])([H])[H])([C@](C([H])([H])[H])([H])C([H])([H])C1([H])[H])O[C@]3(C([H])([H])/C2=C([H])\[H])O[H]	True	False	False	False	C=C1CC2(O)OC3(CC2C(C)C)C(C)CCC13	236.177630008	236.35499999999993	C15H24O2	14240392
N1745	G05	4	905-99-7	Cryptochlorogenic acid	354.31	C16H18O9	C1C(C(C(CC1(C(=O)O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O	True	False	False	False	O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)CC(O)(C(=O)O)CC1O	354.09508215599993	354.31100000000004	C16H18O9	9798666
N1748	G06	4	32451-88-0	Isochlorogenic acid C	516.46	C25H24O12	OC1=CC=C(/C=C/C(O[C@H]([C@H](OC(/C=C/C2=CC=C(O)C(O)=C2)=O)C[C@](C(O)=O)(O)C3)[C@@H]3O)=O)C=C1O	True	False	False	False	O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1OC(=O)C=Cc1ccc(O)c(O)c1	516.1267762079998	516.4550000000003	C25H24O12	6474309
N1749	G07	4	2469-34-3	Senegenin	537.13	C30H45ClO6	CC1(CCC2(CCC3=C(C2C1)C(CC4C3(CCC5C4(CC(C(C5(C)C(=O)O)O)O)C)C)CCl)C(=O)O)C	True	False	False	False	CC1(C)CCC2(C(=O)O)CCC3=C(C(CCl)CC4C3(C)CCC3C4(C)CC(O)C(O)C3(C)C(=O)O)C2C1	536.2904668399998	537.1370000000003	C30H45ClO6	12442762
N1750	G08	4	5041-81-6	Isoliquiritin	418.39	C21H22O9	C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O	True	False	False	False	O=C(C=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1)c1ccc(O)cc1O	418.1263822839999	418.3980000000001	C21H22O9	5318591
N1753	G09	4	27740-01-8	Scutellarin	462.37	C21H18O12	C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O)O	True	False	False	False	O=C(O)C1OC(Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O	462.07982601599974	462.36300000000006	C21H18O12	185617
N1754	G10	4	14534-61-3	Isochlorogenic acid B	516.45	C25H24O12	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O	True	False	False	False	O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1OC(=O)C=Cc1ccc(O)c(O)c1	516.1267762079999	516.4550000000003	C25H24O12	5281780
N1755	G11	4	2450-53-5	Isochlorogenic acid A	516.45	C25H24O12	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O	True	False	False	False	O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(OC(=O)C=Cc2ccc(O)c(O)c2)C1O	516.1267762079999	516.4550000000003	C25H24O12	6474310
N1764	H01	4	305-01-1	6,7-Dihydroxycoumarin	178.14	C9H6O4	C1=CC(=O)OC2=CC(=C(C=C21)O)O	True	False	False	False	O=c1ccc2cc(O)c(O)cc2o1	178.026608672	178.143	C9H6O4	5281416
N1765	H02	4	574-84-5	Fraxetin	208.17	C10H8O5	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O	True	False	False	False	COc1cc2ccc(=O)oc2c(O)c1O	208.037173356	208.16899999999998	C10H8O5	5273569
N1769	H03	4	327-97-9	Chlorogenic acid	354.31	C16H18O9	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	True	False	False	False	O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O	354.09508215599993	354.31100000000004	C16H18O9	1794427
N1778	H04	4	21967-41-9	Baicalin	446.37	C21H18O11	C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	True	False	False	False	O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O	446.08491139599977	446.36400000000003	C21H18O11	64982
N1783	H05	4	27208-80-6	Polydatin	390.38	C20H22O8	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O	True	False	False	False	OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O	390.13146766399984	390.3880000000001	C20H22O8	5281718
N1789	H06	4	10338-51-9	Salidroside	300.3	C14H20O7	C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O	True	False	False	False	OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O	300.12090298	300.307	C14H20O7	159278
N1790	H07	4	518-28-5	Podophyllotoxin	414.41	C22H22O8	COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O	True	False	False	False	COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC	414.13146766399996	414.4100000000002	C22H22O8	10607
N1792	H08	4	1405-86-3	Glycyrrhizic acid	822.94	C42H62O16	CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C	True	False	False	False	CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC4OC(C(=O)O)C(O)C(O)C4OC4OC(C(=O)O)C(O)C(O)C4O)C(C)(C)C2CCC13C	822.4037859039998	822.9419999999994	C42H62O16	14982
N1796	H09	4	303-98-0	Coenzyme Q10	863.34	C59H90O4	CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	True	False	False	False	COc1c(O)c(C)c(C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC	862.68391136	863.3649999999994	C59H90O4	5281915
N1798	H10	4	518-34-3	Tetrandrine	622.75	C38H42N2O6	CN1CCC2=CC(OC)=C(OC)C(OC3=C(OC)C=C4C([C@H]5N(C)CC4)=C3)=C2[C@@H]1CC6=CC=C(OC)C(OC7=CC=C(C5)C=C7)=C6	True	False	False	False	COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3	622.3042870639999	622.7620000000002	C38H42N2O6	73078
N1802	H11	4	28957-04-2	Oridonin	364.43	C20H28O6	O=C1[C@@](C(O[H])2OC3([H])[H])(C4([H])O[H])C(C([H])([H])C([H])([H])[C@@]4([H])/C1=C([H])/[H])([H])[C@@]35C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([H])O[H])([H])[C@]2([H])O[H]	True	False	False	False	C=C1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2O	364.18858861599995	364.4380000000001	C20H28O6	5321010
N1803	A01	5	96574-01-5	Salvianolic acid A	494.45	C26H22O10	C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)C=CC3=CC(=C(C=C3)O)O)O)O	True	False	False	False	O=C(C=Cc1ccc(O)c(O)c1C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O	494.12129690399985	494.4520000000001	C26H22O10	5281793
